Name,Age,Nationality,Overall,Club,Value,Preferred Positions
Nenê Bonilha,25,Brazil,71,Vitória Setúbal,€2.9M,CDM
V. Lazaro,21,Austria,71,Hertha BSC Berlin,€3.7M,LM
M. Terrazzino,26,Germany,71,SC Freiburg,€2.8M,CF
D. Diamantakos,24,Greece,71,VfL Bochum,€3.1M,LM
Álex Moreno,24,Spain,71,Rayo Vallecano,€2.7M,LM
I. Sarr,30,Senegal,71,Orlando Pirates,€1.8M,CM
A. Hakimi,18,Morocco,71,Real Madrid CF,€3M,LB
P. Iemmello,25,Italy,71,Benevento Calcio,€3M,ST
M. Cerato,29,Argentina,71,Club León,€2.3M,ST
W. Montoya,23,Argentina,71,Sevilla FC,€3.2M,RM
M. Hostados,33,Chile,71,Colo-Colo,€1.4M,CM
A. Meijers,29,Netherlands,71,ADO Den Haag,€1.8M,CM
Juninho,28,Brazil,71,Chicago Fire Soccer Club,€2.4M,CDM
D. Bentley,23,England,71,Brentford,€2.4M,GK
V. Prodell,29,Sweden,71,IF Elfsborg,€2.4M,ST
B. Drągowski,19,Poland,71,Fiorentina,€4.2M,GK
Jeong Seung Hyun,23,Korea Republic,71,Sagan Tosu,€2.8M,CB
S. Vegas,20,Chile,71,Monarcas Morelia,€2.8M,LB
C. Wondolowski,34,United States,71,San Jose Earthquakes,€1.2M,RW
A. Cissokho,29,France,71,Evkur Yeni Malatyaspor,€1.8M,LB
Kim Jin Hyeon,29,Korea Republic,71,Cerezo Osaka,€1.6M,GK
Héctor,26,Spain,71,Deportivo Alavés,€2.4M,LM
I. Cissokho,32,Senegal,71,Amiens SC Football,€1.3M,LB
Adryan,22,Brazil,71,FC Sion,€3.2M,CAM
Cho Hyun Woo,25,Korea Republic,71,Daegu FC,€2.1M,GK
P. Stenzel,21,Germany,71,SC Freiburg,€2.8M,RB
Wang Dalei,28,China PR,71,,€0,GK
R. Wallace,32,Scotland,71,Sheffield Wednesday,€1.8M,RM
P. Alvarado,31,Argentina,71,Defensa y Justicia,€1.6M,CB
E. Fejzullahu,29,Kosovo,71,Kalmar FF,€2.4M,CF
P. Velázquez,30,Paraguay,71,Necaxa,€2.3M,ST
Paulinho,24,Portugal,71,SC Braga,€3.1M,ST
P. Freitas Conceição,29,Chile,71,Santiago Wanderers,€1.8M,CM
D. Warmerdam,21,Netherlands,71,FC Groningen,€3M,CM
B. Saré,27,Burkina Faso,71,CF Os Belenenses,€2.3M,CDM
F. Mancinelli,35,Argentina,71,Club Atlético Huracán,€550K,RB
F. Bećiraj,29,Montenegro,71,Dinamo Moscow,€2.4M,ST
Campillo,26,Spain,71,CD Lugo,€2.9M,ST
T. Jodłowiec,31,Poland,71,Legia Warszawa,€1.6M,CDM
J. Canderio,25,Chile,71,CD Huachipato,€2.6M,CAM
A. Hloušek,28,Czech Republic,71,Legia Warszawa,€1.9M,LB
H. Arıkan,34,Turkey,71,Osmanlıspor,€950K,GK
B. Acosta,30,Costa Rica,71,SK Brann,€1.8M,CB
A. Milić,23,Croatia,71,KV Oostende,€2.7M,LB
Tramontinaldo,33,Brazil,71,Cruzeiro,€900K,RM
Felipe Silva,27,Brazil,71,Sanfrecce Hiroshima,€2.5M,CAM
G. Terziev,25,Bulgaria,71,,€0,RB
A. Godoy,27,Panama,71,San Jose Earthquakes,€2.4M,CM
Yun Il Lok,25,Korea Republic,71,FC Seoul,€2.8M,LM
E. Ruud,33,Norway,71,Odds BK,€900K,RB
B. Johnson,30,England,71,Derby County,€1.8M,LM
M. Eikrem,26,Norway,71,Malmö FF,€2.5M,CM
I. Abaev,35,Russia,71,FC Rostov,€550K,GK
Javi Ontiveros,19,Spain,71,Málaga CF,€4.4M,LM
Juan Carlos,29,Spain,71,Real Oviedo,€1.8M,GK
E. Adu,26,Ghana,71,Akhisar Belediyespor,€2.5M,CDM
M. Hartmann,31,Germany,71,FC Ingolstadt 04,€2.1M,LW
L. Antei,25,Italy,71,Benevento Calcio,€2.5M,CB
R. Verenas,33,Chile,71,CD Huachipato,€1.5M,ST
B. Linssen,26,Netherlands,71,Vitesse,€2.8M,RW
N. Foor,25,Netherlands,71,Vitesse,€3.1M,LW
J. Dezi,25,Italy,71,Parma,€3M,CM
D. Beasley,35,United States,71,Houston Dynamo,€500K,LB
Choi Chul Soon,30,Korea Republic,71,Jeonbuk Hyundai Motors,€1.7M,CB
V. Verre,23,Italy,71,Sampdoria,€3.4M,CM
Danilo,25,Brazil,71,VfL Bochum,€2.4M,CB
L. Coulibaly,21,Mali,71,Angers SCO,€3.3M,CM
C. Nkunku,19,France,71,Paris Saint-Germain,€3.9M,LW
D. Kulakov,31,Ukraine,71,FC Ural,€1.6M,RB
R. Herrera,28,Uruguay,71,Pachuca,€1.9M,CB
M. Etame,28,Cameroon,71,Alanyaspor,€2.4M,ST
C. Salcido,37,Mexico,71,Guadalajara,€325K,CDM
Dorca,34,Spain,71,AD Alcorcón,€725K,CAM
Jubal,23,Brazil,71,Vitória Guimarães,€2.8M,CB
Defendi,31,Brazil,71,CD Aves,€1.6M,CB
M. Roberts,26,England,71,Birmingham City,€2.4M,CB
L. Nielsen,29,Denmark,71,Malmö FF,€1.8M,CB
D. Batth,26,England,71,Wolverhampton Wanderers,€2.4M,CB
H. Van Der Bruggen,24,Belgium,71,KV Kortrijk,€3.1M,CDM
Luismi,25,Spain,71,Real Valladolid,€2.8M,CB
Vítor Bruno,27,Portugal,71,Boavista FC,€2M,LM
K. Hansen,28,Denmark,71,FC Midtjylland,€2.2M,CB
Tony Muttinho,33,Brazil,71,Botafogo de Futebol e Regatas,€900K,RM
H. Lindner,26,Austria,71,Grasshopper Club Zürich,€2.1M,GK
Zhang Linpeng,28,China PR,71,,€0,CB
T. Eisfeld,24,Germany,71,VfL Bochum,€3.2M,LM
M. Pavlović,27,Croatia,71,Angers SCO,€2.2M,ST
B. Jones,30,England,71,Sunderland,€1.7M,LB
F. Al Berahim,30,Kuwait,71,Al Ittihad,€1.8M,CM
R. Almer,33,Austria,71,FK Austria Wien,€1.2M,GK
C. Nhamoinesu,31,Zimbabwe,71,Sparta Praha,€1.6M,CB
D. Rozehnal,36,Czech Republic,71,KV Oostende,€325K,CB
J. Ibe,21,England,71,Bournemouth,€3.7M,LM
B. Rabello,23,Chile,71,U.N.A.M.,€3.2M,LM
B. Schmitz,22,Germany,71,RB Leipzig,€2.5M,CDM
J. Duque,25,Colombia,71,CD Los Millionarios Bogota,€2.6M,CM
Y. Shakhov,26,Ukraine,71,PAOK Thessaloniki,€2.9M,CDM
T. Rogne,27,Norway,71,IFK Göteborg,€2.3M,CB
N. Verdier,30,France,71,KAS Eupen,€2.3M,ST
G. Colman,32,Argentina,71,Rosario Central,€1.8M,CDM
J. Morales,37,Argentina,71,FC Dallas,€800K,CM
Joel Pereira,21,Portugal,71,Manchester United,€3.7M,GK
V. Figueroa,33,Argentina,71,Newell's Old Boys,€1.4M,CAM
R. Rebones,25,Chile,71,Everton de Viña del Mar,€2.6M,CAM
M. Edu,31,United States,71,Philadelphia Union,€1.6M,CDM
C. Trimmel,30,Austria,71,1. FC Union Berlin,€1.7M,CB
S. Lletget,24,United States,71,LA Galaxy,€3M,CDM
C. Martina,27,Curacao,71,Everton,€2M,CB
K. Sugimoto,24,Japan,71,Cerezo Osaka,€3.1M,ST
A. Wilkinson,32,Australia,71,Sydney FC,€1.4M,CB
Mano,30,Portugal,71,Estoril Praia,€1.7M,LB
B. Rienstra,27,Netherlands,71,Willem II,€2.7M,CDM
P. Kanstrup,28,Denmark,71,Aarhus GF,€2.2M,CB
G. Scognamiglio,30,Italy,71,Cesena,€1.8M,CB
R. Millar,35,Chile,71,Monarcas Morelia,€1M,CM
M. te Wierik,25,Netherlands,71,FC Groningen,€2.5M,RB
J. Uronen,22,Finland,71,KRC Genk,€2.6M,LB
L. Licht,36,Argentina,71,Gimnasia y Esgrima La Plata,€270K,LB
Sami,28,Guinea Bissau,71,CD Aves,€2.4M,RW
S. Palacios,25,Argentina,71,Talleres de Cordoba,€3M,RW
G. Blanco Leschuk,25,Argentina,71,Shakhtar Donetsk,€3.1M,ST
T. Hysén,35,Sweden,71,IFK Göteborg,€1.1M,ST
B. Raman,22,Belgium,71,Fortuna Düsseldorf,€3.2M,CF
Lee Jong Ho,25,Korea Republic,71,Ulsan Hyundai Horang-i,€3M,ST
I. Malcorra,29,Argentina,71,Club Tijuana,€2.3M,CM
A. Ateef,24,Saudi Arabia,71,Al Hilal,€2.8M,CM
E. García,27,Mexico,71,Pachuca,€2M,LB
G. Wikheim,24,Norway,71,FC Midtjylland,€3M,RM
E. Braafheid,34,Netherlands,71,FC Utrecht,€675K,CB
D. Ćaleta-Car,20,Croatia,71,FC Red Bull Salzburg,€2.8M,CB
L. Caicedo,25,Ecuador,71,,€0,CB
S. Yıldırım,27,Turkey,71,Bursaspor,€2.5M,LM
N. Champagne,32,Argentina,71,CD Leganés,€1.4M,GK
K. Zohore,23,Denmark,71,Cardiff City,€3.4M,ST
S. Peeters,25,Belgium,71,SM Caen,€3.1M,CDM
U. Agbo,21,Nigeria,71,Standard de Liège,€3M,CB
H. Belkaroui,26,Algeria,71,Moreirense FC,€2.4M,CB
C. Mulgrew,31,Scotland,71,Blackburn Rovers,€1.6M,CM
A. Tetteh,28,Ghana,71,Lech Poznań,€2.2M,CDM
I. Brown,20,England,71,Brighton & Hove Albion,€3.8M,LM
L. Grimi,32,Argentina,71,Racing Club de Avellaneda,€1.3M,CB
D. Dos Santos,20,Netherlands,71,AZ Alkmaar,€3.4M,LW
J. Morris,22,United States,71,Seattle Sounders FC,€3.7M,RM
E. Conde,34,Uruguay,71,,€0,GK
F. Pisacane,31,Italy,71,Cagliari,€1.6M,RB
U. Ćosić,24,Serbia,71,AEK Athens,€2.6M,CB
N. Pasquini,26,Argentina,71,Club Atlético Lanús,€2.3M,LB
J. Gjasula,31,Albania,71,SpVgg Greuther Fürth,€2M,CM
A. Sjöberg,26,Sweden,71,Colorado Rapids,€2.5M,CB
C. Awaziem,20,Nigeria,71,FC Nantes,€3.6M,CB
M. Rodriguez,26,Uruguay,71,San Martín de San Juan,€2.9M,LM
Y. Candelo,25,Colombia,71,Querétaro,€2.9M,CAM
Alexandre Frandeira,29,Brazil,71,Coritiba Foot Ball Club,€1.8M,CDM
Nathael Silbeira,33,Brazil,71,Botafogo de Futebol e Regatas,€1.2M,GK
Jair,28,Brazil,71,Jeonnam Dragons,€2.4M,LW
K. Vandendriessche,27,France,71,KV Oostende,€2.4M,CDM
C. Fai,24,Cameroon,71,Standard de Liège,€2.5M,LB
S. Hagen,31,Norway,71,Odds BK,€1.6M,CB
M. Rygaard,26,Denmark,71,Lyngby BK,€2.9M,CAM
M. Männel,29,Germany,71,FC Erzgebirge Aue,€1.6M,GK
Cristian López,28,Spain,71,RC Lens,€2.4M,ST
Eduardo Fonseira,29,Brazil,71,Clube Atlético Mineiro,€1.6M,GK
L. Rosić,24,Serbia,71,SC Braga,€2.8M,CB
R. Beerens,29,Netherlands,71,Reading,€2.3M,LM
B. Douglas,27,Scotland,71,Wolverhampton Wanderers,€2M,LWB
S. Johnstone,24,England,71,Aston Villa,€2.6M,GK
R. Elliot,31,Republic of Ireland,71,Newcastle United,€1.4M,GK
D. Capelli,31,Italy,71,La Spezia,€1.6M,CB
K. Ziani,34,France,71,US Orléans Loiret Football,€1.2M,RW
A. Kozlov,30,Russia,71,Dinamo Moscow,€1.7M,RB
S. Berge,19,Norway,71,KRC Genk,€3.5M,CM
O. Pérez,44,Mexico,71,Pachuca,€160K,GK
C. Pasquato,27,Italy,71,Legia Warszawa,€2.5M,ST
A. Kolomeytsev,28,Russia,71,Lokomotiv Moscow,€2.2M,CAM
S. Kitsiou,23,Greece,71,Sint-Truidense VV,€2.6M,LB
Y. Yotún,27,Peru,71,Orlando City Soccer Club,€2.7M,LB
G. Zardes,25,United States,71,LA Galaxy,€2.9M,LM
C. Menéndez,29,Argentina,71,Tiburones Rojos de Veracruz,€2.4M,ST
T. Zentena,25,Chile,71,Everton de Viña del Mar,€2.6M,ST
Vágner Corraldo,29,Brazil,71,Santos Futebol Clube,€1.8M,LB
D. Sjölund,34,Finland,71,IFK Norrköping,€1.2M,CM
C. Mavinga,26,DR Congo,71,Toronto FC,€2.3M,LB
E. Conferio,33,Chile,71,CD Antofagasta,€1.5M,LW
F. Ben Khalfallah,34,Tunisia,71,Brisbane Roar,€1.2M,RW
A. Webster,22,England,70,Ipswich Town,€2.4M,CB
R. Abdullah,23,Comoros,70,Cádiz C.F.,€2M,CAM
A. Trondsen,22,Norway,70,Rosenborg BK,€2.7M,CM
Allison Sireo,29,Brazil,70,São Paulo Futebol Clube,€1.4M,CB
N. Sarenren Bazee,20,Nigeria,70,Hannover 96,€3.2M,RM
Z. Stieber,28,Hungary,70,D.C. United,€1.8M,CAM
K. Erasmus,26,South Africa,70,Stade Rennais FC,€1.9M,CAM
R. Bianco,29,Italy,70,Perugia,€1.7M,CM
K. Abdallah,30,Comoros,70,Al Raed,€1.3M,RB
T. Blackett,23,England,70,Reading,€2.1M,LB
O. Adın,31,Turkey,70,Akhisar Belediyespor,€1.6M,LB
A. Fink,29,Germany,70,Karlsruher SC,€1.8M,CAM
J. Hochscheidt,29,Germany,70,Eintracht Braunschweig,€1.7M,RWB
O. Skúlason,34,Iceland,70,Kardemir Karabükspor,€550K,CM
S. Kingsley,22,Scotland,70,Hull City,€2.3M,LB
D. Solanke,19,England,70,Liverpool,€3.8M,ST
H. Watanabe,29,Japan,70,Vissel Kobe,€1.4M,CB
Gabrielzinho,21,Brazil,70,Rio Ave FC,€2.6M,LW
T. Priskin,30,Hungary,70,,€0,ST
Unai Nuñez,20,Spain,70,Athletic Club de Bilbao,€2.3M,CB
I. Paurević,26,Croatia,70,FC Ufa,€1.9M,CM
D. Roef,23,Belgium,70,Waasland-Beveren,€1.8M,GK
J. Murphy,22,England,70,Newcastle United,€2.7M,RM
Filipe Chaby,23,Portugal,70,CF Os Belenenses,€2.5M,CAM
J. Villota,25,Colombia,70,Jaguares Fútbol Club,€2.2M,CM
Jung Sung Ryong,32,Korea Republic,70,Kawasaki Frontale,€1M,GK
T. Giresse,36,France,70,En Avant de Guingamp,€600K,LM
Saborit,25,Spain,70,Athletic Club de Bilbao,€2M,CB
J. Rodríguez,37,Mexico,70,Monarcas Morelia,€240K,CM
F. Boulaya,24,Algeria,70,Girona CF,€2.4M,CM
Yang Dong Hyen,31,Korea Republic,70,Pohang Steelers,€1.6M,ST
A. Bangoura,25,Guinea,70,Rayo Vallecano,€2.2M,CAM
Pedro Sá,23,Portugal,70,Portimonense SC,€2.1M,CM
G. Perico,33,Italy,70,Salernitana,€675K,CB
B. Leroy,28,France,70,Dijon FCO,€1.4M,GK
A. Sepúlveda,26,Mexico,70,Monarcas Morelia,€2.1M,LM
S. Aydoğdu,26,Turkey,70,Akhisar Belediyespor,€2.1M,CDM
M. Sampirisi,24,Italy,70,Crotone,€2M,CB
C. Higuita,23,Colombia,70,Orlando City Soccer Club,€2.1M,CM
Ricky Guerreda,25,Brazil,70,Associação Atlética Ponte Preta,€1.5M,RB
A. Bogdán,29,Hungary,70,Liverpool,€1.2M,GK
V. Kadlec,25,Czech Republic,70,Sparta Praha,€2.3M,LW
J. Mojica,24,Colombia,70,Girona CF,€2.3M,LB
P. Whittingham,32,England,70,Blackburn Rovers,€1.3M,LM
F. Mendy,22,France,70,Olympique Lyonnais,€2.2M,LB
Zubeldia,20,Spain,70,Real Sociedad,€2.8M,CM
C. Álvarez,31,Argentina,70,Real Zaragoza,€1.1M,GK
M. Thorsby,21,Norway,70,SC Heerenveen,€2.5M,CAM
H. Yamaguchi,26,Japan,70,Cerezo Osaka,€1.8M,CM
E. Aguilera,28,Argentina,70,Club Tijuana,€1.6M,CB
L. Ridgewell,32,England,70,Portland Timbers,€1M,LB
E. Kujović,29,Sweden,70,Fortuna Düsseldorf,€1.8M,ST
H. Mier,27,Mexico,70,Querétaro,€1.7M,RB
A. Şahin,39,Turkey,70,Kardemir Karabükspor,€120K,GK
T. Aoyama,31,Japan,70,Sanfrecce Hiroshima,€1.5M,CDM
R. Assalé,23,Ivory Coast,70,BSC Young Boys,€2.8M,LM
A. Feick,29,Germany,70,1. FC Heidenheim,€1.3M,LB
Máyor,33,Spain,70,CF Reus Deportiu,€1.1M,CAM
V. Rüfli,29,Switzerland,70,Dijon FCO,€1.3M,RB
J. Flanagan,24,England,70,Liverpool,€2M,LB
F. Schnellhardt,23,Germany,70,MSV Duisburg,€2.6M,CAM
G. Mera,27,Colombia,70,Club Brugge KV,€1.7M,CB
O. Kemen,20,France,70,GFC Ajaccio,€3.1M,CDM
Lourival Dinisco,29,Brazil,70,São Paulo Futebol Clube,€1.4M,CB
Jon Bautista,21,Spain,70,Real Sociedad,€2.8M,ST
Jairo Farnias,29,Brazil,70,Cruzeiro,€1.2M,GK
N. Milenković,19,Serbia,70,Fiorentina,€2.6M,CB
Héctor Verdés,33,Spain,70,Real Oviedo,€725K,CB
Luis García,36,Spain,70,KAS Eupen,€575K,CAM
A. Malarz,37,Poland,70,Legia Warszawa,€120K,GK
L. Cooper,25,Scotland,70,Leeds United,€1.9M,CB
E. Blanco,27,Colombia,70,CD America de Cali,€1.7M,CM
G. Grozav,26,Romania,70,Kardemir Karabükspor,€2.1M,LW
T. Leibold,23,Germany,70,1. FC Nürnberg,€2M,CDM
F. Mladenović,25,Serbia,70,Standard de Liège,€1.8M,LB
S. Popov,26,Bulgaria,70,Kasimpaşa SK,€1.7M,RB
Y. Kakitani,27,Japan,70,Cerezo Osaka,€1.9M,LM
L. Landre,25,France,70,Genoa,€2M,CB
C. Fiore,22,Belgium,70,Standard de Liège,€2M,CB
F. Rodríguez,35,Mexico,70,Lobos de la BUAP,€425K,CB
T. Kristensen,34,Denmark,70,Brisbane Roar,€550K,CM
A. Balzano,31,Italy,70,Pescara,€1.2M,LB
G. Bellusci,27,Italy,70,Palermo,€1.5M,CB
Z. Brkić,30,Serbia,70,PAOK Thessaloniki,€1.1M,GK
L. Páez,30,Colombia,70,Águilas Doradas,€1.7M,ST
D. González,34,Colombia,70,Independiente Medellín,€725K,GK
H. Van Crombrugge,24,Belgium,70,KAS Eupen,€1.8M,GK
Alberto,24,Spain,70,CD Tenerife,€2.1M,CB
F. Platte,21,Germany,70,SV Darmstadt 98,€3.1M,ST
Salvi,26,Spain,70,Cádiz C.F.,€2.1M,LM
M. Gaus,27,Germany,70,FC Ingolstadt 04,€1.5M,LWB
Y. Toutouh,24,Denmark,70,FC København,€2.3M,RM
R. Maniero,29,Italy,70,Novara,€1.8M,ST
M. Sadlok,28,Poland,70,Wisła Kraków,€1.4M,LB
S. Sarıoğlu,32,Turkey,70,Göztepe,€975K,RB
O. Vlachodimos,23,Germany,70,Panathinaikos FC,€1.7M,GK
L. Trałka,33,Poland,70,Lech Poznań,€725K,CDM
A. Richards,26,Wales,70,Cardiff City,€1.5M,LB
S. Dursun,25,Germany,70,SpVgg Greuther Fürth,€2.2M,ST
M. Yattara,23,Guinea,70,AJ Auxerre,€2.4M,ST
Jorginho,21,Portugal,70,Grupo Desportivo de Chaves,€3.1M,LW
J. Aldegrisa,29,Chile,70,Club de Deportes Temuco,€1.3M,LB
Victor Fachinhas,33,Brazil,70,Clube Atlético Mineiro,€900K,GK
Alfa Semedo,19,Guinea Bissau,70,Moreirense FC,€2.7M,CDM
K. Leerdam,27,Suriname,70,Seattle Sounders FC,€1.6M,CM
Javi Ros,27,Spain,70,Real Zaragoza,€1.7M,CM
A. Powell,22,Jamaica,70,Portland Timbers,€2M,RB
D. Kamada,20,Japan,70,Eintracht Frankfurt,€2.9M,CAM
J. Garner,29,England,70,Ipswich Town,€1.8M,ST
Souza,29,Brazil,70,Cerezo Osaka,€1.4M,CM
João Vigário,21,Portugal,70,Vitória Guimarães,€2.1M,LM
Manu Herrera,35,Spain,70,CA Osasuna,€425K,GK
V. Černý,19,Czech Republic,70,Ajax,€2.8M,RW
M. Azira,29,Uganda,70,Colorado Rapids,€1.4M,CM
J. Rodríguez,21,Argentina,70,Banfield,€2.2M,CB
M. Jonjić,26,Croatia,70,Cerezo Osaka,€1.8M,CB
N. Vujadinović,30,Montenegro,70,Lech Poznań,€1.3M,CB
E. Baderia,29,Chile,70,CD Huachipato,€1.3M,LB
David Fernández,32,Spain,70,AD Alcorcón,€1M,CB
Mejías,28,Spain,70,Middlesbrough,€1.4M,GK
D. Keet,27,South Africa,70,,€0,GK
G. Ortíz,24,Argentina,70,Colon de Santa Fe,€2.1M,CB
M. Volta,30,Italy,70,Perugia,€1.3M,CB
M. Batdal,31,Turkey,70,İstanbul Başakşehir FK,€1.6M,ST
Allan Ardaújo,29,Brazil,70,Coritiba Foot Ball Club,€1.7M,CAM
M. Bero,21,Slovakia,70,Trabzonspor,€2.6M,CAM
C. Benschop,27,Netherlands,70,Hannover 96,€1.9M,CAM
M. Nyatama,29,South Africa,70,Orlando Pirates,€1.7M,RW
S. Rosted,22,Norway,70,Sarpsborg 08 FF,€2.4M,CB
R. Goreux,29,Haiti,70,Standard de Liège,€1.3M,RM
J. Mucha,34,Slovakia,70,Termalica Bruk-Bet Nieciecza,€725K,GK
S. Baldock,28,England,70,Brighton & Hove Albion,€1.8M,CF
K. Laribi,26,Tunisia,70,Cesena,€2.2M,CM
Bruno Nascimento,26,Brazil,70,CD Feirense,€1.8M,CB
G. Kvilitaia,23,Georgia,70,SK Rapid Wien,€2.5M,ST
D. Guidileye,27,Mauritania,70,Gençlerbirliği SK,€1.7M,CM
J. Busk,23,Denmark,70,1. FC Union Berlin,€1.8M,GK
J. Fojut,29,Poland,70,Pogoń Szczecin,€1.4M,CB
R. Marin,21,Romania,70,Standard de Liège,€2.6M,CDM
M. Brighi,36,Italy,70,Perugia,€575K,CDM
S. Breitkreuz,25,Germany,70,Eintracht Braunschweig,€1.9M,CB
R. Himmelmann,28,Germany,70,FC St. Pauli,€1.4M,GK
S. Ay,25,Turkey,70,Atiker Konyaspor,€1.9M,CB
A. Toşca,25,Romania,70,Real Betis Balompié,€2.1M,LB
G. Leadbitter,31,England,70,Middlesbrough,€1.2M,CM
Y. Komai,25,Japan,70,Urawa Red Diamonds,€2.1M,CM
J. John,28,Netherlands,70,Bursaspor,€1.8M,LW
D. Verhulst,29,Belgium,70,Sporting Lokeren,€1.2M,GK
F. Muñoz,25,Argentina,70,Temperley,€2.2M,ST
L. Galados,33,Chile,70,Everton de Viña del Mar,€675K,RB
D. Khomchenovskyi,27,Ukraine,70,Jagiellonia Białystok,€1.9M,LM
Ansel Barnisco,29,Brazil,70,Clube Atlético Paranaense,€1.4M,RM
J. Berget,26,Norway,70,Malmö FF,€2.1M,ST
L. Owona,26,Cameroon,70,UD Almería,€1.8M,CB
E. Reijnen,30,Netherlands,70,FC Groningen,€1.3M,CB
R. Bezjak,28,Slovenia,70,SV Darmstadt 98,€1.8M,LM
S. Cerrión,33,Chile,70,Unión Española,€675K,CB
Alam Araújo,25,Brazil,70,Atlético Clube Goianiense,€1.5M,LM
Marcelo Toscano,32,Brazil,70,Omiya Ardija,€1.4M,CAM
C. Adams,20,England,70,Birmingham City,€3.1M,CAM
L. Rodríguez,26,Mexico,70,Tigres U.A.N.L.,€1.8M,RM
J. Tinhan,28,France,70,ES Troyes AC,€1.8M,ST
A. Ahamada,25,Comoros,70,Kayserispor,€1.5M,GK
T. Rantie,26,South Africa,70,Gençlerbirliği SK,€1.9M,ST
S. Nishikawa,31,Japan,70,Urawa Red Diamonds,€1.1M,GK
Renatao Baumer,33,Brazil,70,Coritiba Foot Ball Club,€675K,LB
J. Pearce,29,England,70,Charlton Athletic,€1.4M,CB
Cifuentes,38,Spain,70,Cádiz C.F.,€120K,GK
A. Walke,34,Germany,70,FC Red Bull Salzburg,€725K,GK
T. Kane,23,England,70,FC Groningen,€2M,RB
A. Bjelica,23,Serbia,70,KV Oostende,€2.1M,CB
E. Unsain,22,Argentina,70,Defensa y Justicia,€1.8M,GK
A. Mercelán,25,Chile,70,CD Huachipato,€1.5M,RM
P. Wszołek,25,Poland,70,Queens Park Rangers,€2.2M,RWB
C. Cohen,30,England,70,Nottingham Forest,€1.6M,LB
J. Vergara,23,Colombia,70,Milan,€2.5M,CB
Vinícius Araújo,24,Brazil,70,Real Zaragoza,€2.4M,ST
Borja Lasso,23,Spain,70,Sevilla FC,€2.6M,CM
I. González,32,Mexico,70,Club León,€1M,CB
F. Mattiello,21,Italy,70,Ferrara (SPAL),€2.5M,LB
P. Schobesberger,23,Austria,70,SK Rapid Wien,€2.4M,CF
D. Cotterill,29,Wales,70,Birmingham City,€1.7M,RM
T. Langerman,31,South Africa,70,,€0,LB
G. Díaz,27,Argentina,70,Defensa y Justicia,€1.9M,LM
Rodrigo Pinho,26,Brazil,70,CS Marítimo,€2.2M,ST
Alexio Sanctos,25,Brazil,70,Fluminense Football Club,€1.5M,CB
K. Darlow,26,England,70,Newcastle United,€1.6M,GK
M. Pack,26,England,70,Bristol City,€2.2M,CDM
A. Cordaro,31,Belgium,70,SV Zulte-Waregem,€1.6M,RM
D. Verde,21,Italy,70,Hellas Verona,€2.9M,RM
E. Dreer,35,Ecuador,70,,€0,GK
J. Kopic,27,Czech Republic,70,,€0,LM
E. Finlay,26,United States,70,Minnesota Thunder,€1.9M,RM
M. Eriksson,27,Sweden,70,Djurgårdens IF,€1.9M,RM
H. Takahashi,29,Japan,70,Vissel Kobe,€1.4M,CM
R. Andrero,25,Chile,70,Audax Italiano,€1.6M,CB
N. Nández,21,Uruguay,70,Boca Juniors,€3.5M,CM
K. LuaLua,26,DR Congo,70,Queens Park Rangers,€2.1M,LW
G. Corral,26,Mexico,70,Querétaro,€1.7M,RB
C. Dessers,22,Belgium,70,FC Utrecht,€2.5M,ST
L. Suárez,21,Argentina,70,Villarreal CF,€3.1M,LM
E. Manucharyan,30,Armenia,70,FC Ural,€1.7M,ST
Gabriel Silva,26,Brazil,70,AS Saint-Étienne,€1.8M,LWB
J. Celerios,33,Chile,70,Audax Italiano,€725K,CB
S. Freis,32,Germany,70, SSV Jahn Regensburg,€1.4M,ST
A. Seculin,26,Italy,70,Chievo Verona,€1.6M,GK
S. Kutschke,28,Germany,70,FC Ingolstadt 04,€1.8M,ST
A. Sutchuin-Djoum,28,Cameroon,70,Heart of Midlothian,€1.8M,CAM
J. Mensah,26,Ghana,70,Columbus Crew SC,€1.7M,CB
Fede Vico,22,Spain,70,CD Lugo,€2.4M,RM
R. Robayo,33,Colombia,70,Patriotas Boyacá FC,€725K,CDM
E. Martinez,24,Argentina,70,Getafe CF,€1.8M,GK
Bernardo,23,Spain,70,CD Lugo,€2.4M,CB
P. Gollini,22,Italy,70,Atalanta,€2M,GK
L. Ruiz,30,Colombia,70,Atletico Nacional Medellin,€1.7M,ST
F. Agliardi,34,Italy,70,Cesena,€725K,GK
R. Rezaeian,27,Iran,70,KV Oostende,€1.6M,RM
D. Blum,26,Germany,70,Eintracht Frankfurt,€2.2M,LM
M. Hefele,26,Germany,70,Huddersfield Town,€1.8M,CB
A. Nocerino,32,Italy,70,Orlando City Soccer Club,€1M,CM
Esmael,26,Portugal,70,Heart of Midlothian,€2.2M,ST
S. Saad,28,Egypt,70,,€0,CB
R. Yaremchuk,21,Ukraine,70,KAA Gent,€2.7M,ST
Manucho,34,Angola,70,Rayo Vallecano,€925K,ST
Alex Geijo,34,Spain,70,F.B.C. Unione Venezia,€925K,ST
A. Galabinov,28,Bulgaria,70,Genoa,€1.8M,ST
L. Magallán,23,Argentina,70,Boca Juniors,€2.1M,CB
L. Garbutt,24,England,70,Everton,€2.1M,LM
Alam Basteirinho,25,Brazil,70,Coritiba Foot Ball Club,€1.9M,CAM
